app_fullname,app_name,app_id,platform,scraping_timestamp,app_size,version,last_updated,downloads_bin,n_ratings,average_rating
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-19 12:00:04,95M,1.6.4,"April 10, 2021","10,000+",137,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-19 12:00:05,45M,1.2.1,"April 29, 2021","1,000+",18,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-19 12:00:05,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-19 12:00:05,1.2M,1.0.2,"April 15, 2021","1,000+",53,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-19 12:00:06,45M,1.1.6,"May 11, 2021","10,000+",138,3.9
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-19 12:00:06,44M,2.28.0,"May 13, 2021","10,000+",160,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-19 12:00:08,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-19 12:00:08,98.9 MB,1.12.0,22.04.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-19 12:00:08,67.8 MB,1.11,02.05.2021,NA,54,4.6
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-19 12:00:09,45.8 MB,v1.7.15,12.05.2021,NA,26,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-19 12:00:10,423.9 MB,1.6.4,11.04.2021,NA,38,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-19 12:00:11,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-19 12:00:11,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-19 12:00:11,151.3 MB,2.34,17.05.2021,NA,273,4.6
somnio,somnio,1523016446,itunes,2021-05-19 12:00:12,8.1 MB,1.1.6,16.03.2021,NA,50,4.1
zanadio,zanadio,1499824614,itunes,2021-05-19 12:00:12,55.7 MB,1.1.6,11.05.2021,NA,100,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-20 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-20 12:00:03,54M,1.12.0,"April 21, 2021","1,000+",8,4.5
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-20 12:00:04,36M,1.11.2,"May 15, 2021","1,000+",64,4.3
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-20 12:00:04,37M,1.7.12,"May 7, 2021","50,000+",77,3.9
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-20 12:00:04,95M,1.6.4,"April 10, 2021","10,000+",137,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-20 12:00:05,45M,1.2.1,"April 29, 2021","1,000+",18,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-20 12:00:05,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-20 12:00:05,1.2M,1.0.2,"April 15, 2021","5,000+",53,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-20 12:00:06,45M,1.1.6,"May 11, 2021","10,000+",140,3.9
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-20 12:00:06,44M,2.28.0,"May 13, 2021","10,000+",160,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-20 12:00:07,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-20 12:00:07,98.9 MB,1.12.0,22.04.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-20 12:00:08,67.8 MB,1.11,02.05.2021,NA,54,4.6
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-20 12:00:10,45.8 MB,v1.7.15,12.05.2021,NA,26,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-20 12:00:10,423.9 MB,1.6.4,11.04.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-20 12:00:11,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-20 12:00:11,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-20 12:00:11,151.3 MB,2.34,17.05.2021,NA,275,4.6
somnio,somnio,1523016446,itunes,2021-05-20 12:00:12,8.1 MB,1.1.6,16.03.2021,NA,50,4.1
zanadio,zanadio,1499824614,itunes,2021-05-20 12:00:12,55.7 MB,1.1.6,11.05.2021,NA,100,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-21 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-21 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",8,4.5
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-21 12:00:03,36M,1.11.2,"May 15, 2021","1,000+",63,4.4
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-21 12:00:03,37M,1.7.12,"May 7, 2021","50,000+",NA,NA
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-21 12:00:04,95M,1.6.4,"April 10, 2021","10,000+",137,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-21 12:00:04,45M,1.2.1,"April 29, 2021","1,000+",18,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-21 12:00:04,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-21 12:00:04,1.2M,1.0.2,"April 15, 2021","5,000+",53,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-21 12:00:05,45M,1.1.6,"May 11, 2021","10,000+",141,3.9
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-21 12:00:05,44M,2.28.0,"May 13, 2021","10,000+",NA,NA
CANKADO,CANKADO,1343701240,itunes,2021-05-21 12:00:06,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-21 12:00:06,100.5 MB,1.13.0,20.05.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-21 12:00:06,67.8 MB,1.11,02.05.2021,NA,56,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-21 12:00:08,45.8 MB,v1.7.15,12.05.2021,NA,27,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-21 12:00:08,423.9 MB,1.6.4,11.04.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-21 12:00:12,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-21 12:00:12,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-21 12:00:12,151.3 MB,2.34,17.05.2021,NA,276,4.6
somnio,somnio,1523016446,itunes,2021-05-21 12:00:12,8.1 MB,1.1.6,16.03.2021,NA,49,4.1
zanadio,zanadio,1499824614,itunes,2021-05-21 12:00:12,55.7 MB,1.1.6,11.05.2021,NA,100,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-22 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-22 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",8,4.5
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-22 12:00:03,36M,1.11.2,"May 15, 2021","1,000+",65,4.3
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-22 12:00:04,37M,1.7.12,"May 7, 2021","50,000+",77,3.9
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-22 12:00:04,95M,1.6.4,"April 10, 2021","10,000+",138,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-22 12:00:04,45M,1.2.1,"April 29, 2021","1,000+",18,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-22 12:00:04,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-22 12:00:05,1.2M,1.0.2,"April 15, 2021","5,000+",53,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-22 12:00:05,45M,1.1.6,"May 11, 2021","10,000+",142,3.9
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-22 12:00:05,44M,2.28.0,"May 13, 2021","10,000+",160,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-22 12:00:06,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-22 12:00:07,100.5 MB,1.13.0,20.05.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-22 12:00:07,67.8 MB,1.11,02.05.2021,NA,56,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-22 12:00:08,45.8 MB,v1.7.15,12.05.2021,NA,27,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-22 12:00:08,423.9 MB,1.6.4,11.04.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-22 12:00:10,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-22 12:00:10,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-22 12:00:10,151.3 MB,2.34,17.05.2021,NA,278,4.6
somnio,somnio,1523016446,itunes,2021-05-22 12:00:10,8.1 MB,1.1.6,16.03.2021,NA,50,4.1
zanadio,zanadio,1499824614,itunes,2021-05-22 12:00:10,55.7 MB,1.1.6,11.05.2021,NA,100,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-23 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-23 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",8,4.5
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-23 12:00:03,36M,1.11.2,"May 15, 2021","1,000+",65,4.3
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-23 12:00:04,37M,1.7.12,"May 7, 2021","50,000+",77,3.9
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-23 12:00:04,95M,1.6.4,"April 10, 2021","10,000+",138,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-23 12:00:04,45M,1.2.1,"April 29, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-23 12:00:05,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-23 12:00:05,1.2M,1.0.2,"April 15, 2021","5,000+",54,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-23 12:00:05,45M,1.1.6,"May 11, 2021","10,000+",142,3.9
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-23 12:00:05,44M,2.28.0,"May 13, 2021","10,000+",160,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-23 12:00:06,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-23 12:00:07,100.5 MB,1.13.0,20.05.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-23 12:00:07,67.8 MB,1.11,02.05.2021,NA,56,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-23 12:00:08,45.8 MB,v1.7.15,12.05.2021,NA,27,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-23 12:00:08,423.9 MB,1.6.4,11.04.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-23 12:00:10,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-23 12:00:10,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-23 12:00:11,151.3 MB,2.34,17.05.2021,NA,280,4.6
somnio,somnio,1523016446,itunes,2021-05-23 12:00:12,8.1 MB,1.1.6,16.03.2021,NA,50,4.1
zanadio,zanadio,1499824614,itunes,2021-05-23 12:00:13,55.7 MB,1.1.6,11.05.2021,NA,102,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-24 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-24 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",9,4.6
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-24 12:00:04,36M,1.11.2,"May 15, 2021","1,000+",65,4.3
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-24 12:00:04,37M,1.7.12,"May 7, 2021","50,000+",77,3.9
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-24 12:00:04,95M,1.6.4,"April 10, 2021","10,000+",NA,NA
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-24 12:00:04,45M,1.2.1,"April 29, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-24 12:00:05,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-24 12:00:05,1.2M,1.0.2,"April 15, 2021","5,000+",NA,NA
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-24 12:00:05,45M,1.1.6,"May 11, 2021","10,000+",143,3.8
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-24 12:00:05,44M,2.28.0,"May 13, 2021","10,000+",161,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-24 12:00:10,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-24 12:00:11,100.5 MB,1.13.0,20.05.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-24 12:00:11,67.8 MB,1.11,02.05.2021,NA,57,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-24 12:00:12,45.8 MB,v1.7.15,12.05.2021,NA,27,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-24 12:00:12,423.9 MB,1.6.4,11.04.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-24 12:00:14,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-24 12:00:14,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-24 12:00:14,162.4 MB,2.35,24.05.2021,NA,280,4.6
somnio,somnio,1523016446,itunes,2021-05-24 12:00:14,8.1 MB,1.1.6,16.03.2021,NA,49,4.1
zanadio,zanadio,1499824614,itunes,2021-05-24 12:00:15,55.7 MB,1.1.6,11.05.2021,NA,102,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-25 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-25 12:00:04,54M,1.13.0,"May 19, 2021","1,000+",9,4.6
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-25 12:00:04,36M,1.11.3,"May 15, 2021","1,000+",65,4.3
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-25 12:00:04,37M,1.7.12,"May 7, 2021","50,000+",77,3.9
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-25 12:00:05,95M,1.7.0,"May 24, 2021","10,000+",138,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-25 12:00:05,45M,1.2.1,"April 29, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-25 12:00:06,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-25 12:00:06,1.2M,1.0.2,"April 15, 2021","5,000+",54,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-25 12:00:06,45M,1.1.6,"May 11, 2021","10,000+",144,3.8
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-25 12:00:07,44M,2.29.0,"May 24, 2021","10,000+",161,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-25 12:00:08,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-25 12:00:08,100.5 MB,1.13.0,20.05.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-25 12:00:09,67.8 MB,1.11,02.05.2021,NA,58,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-25 12:00:11,45.8 MB,v1.7.15,12.05.2021,NA,27,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-25 12:00:11,423.9 MB,1.6.4,11.04.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-25 12:00:14,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-25 12:00:14,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-25 12:00:14,162.4 MB,2.35,24.05.2021,NA,282,4.6
somnio,somnio,1523016446,itunes,2021-05-25 12:00:14,8.1 MB,1.1.6,16.03.2021,NA,50,4.1
zanadio,zanadio,1499824614,itunes,2021-05-25 12:00:14,55.7 MB,1.1.6,11.05.2021,NA,102,3.9
CANKADO,CANKADO,com.cankado,google_play,2021-05-26 12:00:03,NA,NA,NA,NA,NA,NA
Invirto - Die Therapie gegen Angst,Invirto,com.sympatient.invirto,google_play,2021-05-26 12:00:03,54M,1.13.0,"May 19, 2021","1,000+",9,4.6
M-sense Migräne,M-sense,com.newsenselab.android.m_sense_migraine,google_play,2021-05-26 12:00:04,36M,1.11.3,"May 25, 2021","1,000+",66,4.3
Krebs Therapie Assistent Mika,Krebs,com.fosanis.android.cancer_companion,google_play,2021-05-26 12:00:04,37M,1.7.12,"May 7, 2021","50,000+",78,4.0
Kalmeda Tinnitus-App,Kalmeda,de.mynoise.kalmeda,google_play,2021-05-26 12:00:04,95M,1.7.0,"May 24, 2021","10,000+",138,2.7
Mindable: Panic Disorder and Agoraphobia,Mindable,health.mindable.anxiety,google_play,2021-05-26 12:00:04,45M,1.2.1,"April 29, 2021","1,000+",17,4.4
Rehappy,Rehappy,de.rehappy.app.rehappy,google_play,2021-05-26 12:00:05,45M,3.2.3,"April 21, 2021",100+,NA,NA
somnio,somnio,de.mementor.somnio,google_play,2021-05-26 12:00:05,1.2M,1.0.2,"May 26, 2021","5,000+",54,3.7
zanadio,zanadio,de.aidhere.zanadio,google_play,2021-05-26 12:00:05,45M,1.1.6,"May 11, 2021","10,000+",146,3.9
"Vivira: Back, Knee, and Hip",Vivira,com.vivira.android,google_play,2021-05-26 12:00:05,44M,2.29.0,"May 24, 2021","10,000+",161,4.3
CANKADO,CANKADO,1343701240,itunes,2021-05-26 12:00:07,21 MB,4.2,03.05.2021,NA,8,3.8
Invirto - Therapie gegen Angst,Invirto,1482760714,itunes,2021-05-26 12:00:07,100.5 MB,1.13.0,20.05.2021,NA,24,3.7
M-sense Migräne,M-sense,1511739470,itunes,2021-05-26 12:00:07,63.7 MB,1.12,25.05.2021,NA,58,4.7
Mika: Krebs Therapie Assistent,Mika,1446551093,itunes,2021-05-26 12:00:08,45.8 MB,v1.7.15,12.05.2021,NA,27,4.3
Kalmeda Tinnitus-App,Kalmeda,1437379931,itunes,2021-05-26 12:00:09,424 MB,1.7.0,25.05.2021,NA,39,3.2
Mindable: Panik & Agoraphobie,Mindable,1465386878,itunes,2021-05-26 12:00:11,62.2 MB,1.2.1,01.05.2021,NA,22,4.2
Rehappy,Rehappy,1357107437,itunes,2021-05-26 12:00:11,155.7 MB,3.2.3,21.04.2021,NA,3,5.0
"Vivira: Rücken, Knie und Hüfte",Vivira,1093858117,itunes,2021-05-26 12:00:11,162.4 MB,2.35,24.05.2021,NA,282,4.6
somnio,somnio,1523016446,itunes,2021-05-26 12:00:11,8.1 MB,1.1.6,16.03.2021,NA,50,4.1
zanadio,zanadio,1499824614,itunes,2021-05-26 12:00:11,55.7 MB,1.1.6,11.05.2021,NA,102,3.9
